campaign_id,customer_id,campaign_date,channel,campaign_type,region,age,age_segment,gender,previous_spend,spend_tier,budget,duration_days,impressions,clicks,conversions,revenue,ctr,conversion_rate,roi
CMP-005,CUST-0332,2025-02-05,Paid Search,Awareness,West,18,18-24,Female,244.23,Medium,4521.74,21,316329,8220,440,52210.21,0.026,0.0535,10.5465
CMP-029,CUST-0333,2025-03-02,Social Media,Consideration,West,22,18-24,Male,261.36,Medium,1655.86,30,93400,2461,91,4245.82,0.0263,0.037,1.5641
CMP-031,CUST-0334,2025-04-30,Influencer,Awareness,Central,65,55+,Male,633.93,High,729.44,30,30378,710,20,3197.46,0.0234,0.0282,3.3834
CMP-020,CUST-0335,2025-05-01,Paid Search,Conversion,Central,36,35-44,Male,876.04,High,3909.0,30,195863,7704,720,67022.76,0.0393,0.0935,16.1458
CMP-017,CUST-0336,2025-06-09,Email,Retargeting,South,19,18-24,Female,140.11,Low,1741.06,7,43339,1673,143,10893.08,0.0386,0.0855,5.2566
CMP-017,CUST-0337,2025-04-05,Email,Awareness,South,49,45-54,Male,216.84,Medium,1617.08,10,83367,3027,129,22914.7,0.0363,0.0426,13.1704
CMP-010,CUST-0338,2025-06-19,Paid Search,Conversion,West,34,25-34,Female,50.41,Low,3871.1,21,123214,4952,547,26629.09,0.0402,0.1105,5.8789
CMP-004,CUST-0339,2025-03-01,Email,Consideration,East,18,18-24,Male,70.76,Low,3665.02,21,128275,6231,377,35993.07,0.0486,0.0605,8.8207
CMP-025,CUST-0340,2025-04-21,Paid Search,Conversion,North,45,45-54,Female,374.72,Medium,4802.5,30,287706,17287,1222,79314.71,0.0601,0.0707,15.5153
CMP-016,CUST-0341,2025-03-22,Display Ads,Retargeting,South,18,18-24,Other,390.74,Medium,401.3,30,5089,73,3,319.82,0.0143,0.0411,-0.203
CMP-019,CUST-0342,2025-02-25,Social Media,Awareness,Central,55,55+,Male,2018.64,VIP,3444.7,30,137993,5668,208,14471.46,0.0411,0.0367,3.2011
CMP-012,CUST-0343,2025-04-27,Display Ads,Conversion,East,29,25-34,Female,445.76,Medium,4081.39,14,154764,3042,229,16866.4,0.0197,0.0753,3.1325
CMP-004,CUST-0344,2025-01-18,Social Media,Consideration,North,32,25-34,Female,296.46,Medium,5100.2,21,130892,5873,389,21526.07,0.0449,0.0662,3.2206
CMP-007,CUST-0345,2025-04-25,Influencer,Conversion,North,38,35-44,Male,99.3,Low,4698.09,7,111379,2835,253,37569.44,0.0255,0.0892,6.9967
CMP-026,CUST-0346,2025-01-18,Paid Search,Retargeting,West,22,18-24,Male,198.86,Low,1445.36,30,63677,3412,338,19234.92,0.0536,0.0991,12.308
CMP-004,CUST-0347,2025-04-28,Paid Search,Conversion,North,19,18-24,Female,351.53,Medium,3491.79,14,91472,6291,473,30978.37,0.0688,0.0752,7.8718
CMP-006,CUST-0348,2025-06-01,Display Ads,Consideration,South,38,35-44,Male,590.49,High,2722.78,10,46054,767,29,3747.08,0.0167,0.0378,0.3762
CMP-002,CUST-0349,2025-05-14,Email,Awareness,North,27,25-34,Male,266.52,Medium,4909.44,21,294628,14383,839,59281.42,0.0488,0.0583,11.075
CMP-003,CUST-0350,2025-01-25,Social Media,Retargeting,North,35,35-44,Female,371.64,Medium,3314.45,21,143489,4877,516,34702.51,0.034,0.1058,9.4701
CMP-005,CUST-0351,2025-02-05,Display Ads,Consideration,West,20,18-24,Male,153.21,Low,4406.67,14,187352,4317,170,14155.38,0.023,0.0394,2.2123
CMP-027,CUST-0352,2025-01-26,Email,Consideration,South,18,18-24,Female,320.02,Medium,2174.24,30,69513,3717,146,6261.73,0.0535,0.0393,1.88
CMP-031,CUST-0353,2025-06-06,Paid Search,Awareness,East,22,18-24,Male,174.15,Low,3241.92,7,192265,9670,374,53727.9,0.0503,0.0387,15.5729
CMP-036,CUST-0354,2025-05-19,Social Media,Awareness,Central,49,45-54,Male,909.12,VIP,1413.49,30,72975,2231,62,4897.56,0.0306,0.0278,2.4649
CMP-031,CUST-0355,2025-03-06,Social Media,Awareness,North,43,35-44,Female,286.32,Medium,3341.57,14,175691,6014,224,13023.94,0.0342,0.0372,2.8976
CMP-002,CUST-0356,2025-02-20,Social Media,Awareness,South,31,25-34,Female,72.06,Low,1465.81,14,30645,696,24,2225.98,0.0227,0.0345,0.5186
CMP-004,CUST-0357,2025-02-19,Display Ads,Awareness,Central,23,18-24,Female,253.58,Medium,5081.45,14,91927,1462,39,1924.15,0.0159,0.0267,-0.6213
CMP-022,CUST-0358,2025-02-13,Email,Consideration,South,37,35-44,Male,493.49,Medium,5055.16,30,252001,7892,566,69396.07,0.0313,0.0717,12.7278
CMP-028,CUST-0359,2025-02-08,Display Ads,Consideration,East,26,25-34,Male,272.99,Medium,4706.52,30,107937,1720,109,14411.72,0.0159,0.0634,2.0621
CMP-026,CUST-0360,2025-01-04,Social Media,Conversion,North,26,25-34,Male,260.49,Medium,4957.18,21,110482,3705,320,17011.11,0.0335,0.0864,2.4316
CMP-030,CUST-0361,2025-04-14,Display Ads,Conversion,North,46,45-54,Female,216.53,Medium,4180.81,10,107297,1551,84,14900.97,0.0145,0.0542,2.5641
CMP-028,CUST-0362,2025-01-21,Display Ads,Conversion,Central,18,18-24,Male,171.73,Low,4622.11,30,143931,1936,100,12498.23,0.0135,0.0517,1.704
CMP-024,CUST-0363,2025-03-27,Social Media,Retargeting,North,18,18-24,Female,778.5,High,2967.22,10,142085,3904,326,48622.63,0.0275,0.0835,15.3866
CMP-015,CUST-0364,2025-03-30,Social Media,Conversion,Central,30,25-34,Female,287.07,Medium,2708.2,21,92120,2474,182,22828.61,0.0269,0.0736,7.4294
CMP-024,CUST-0365,2025-04-11,Display Ads,Conversion,North,42,35-44,Female,260.4,Medium,1748.61,10,65794,1404,78,11956.57,0.0213,0.0556,5.8378
CMP-034,CUST-0366,2025-03-30,Influencer,Awareness,West,47,45-54,Female,371.07,Medium,2502.72,21,93010,2203,57,10207.37,0.0237,0.0259,3.0785
CMP-022,CUST-0367,2025-04-24,Paid Search,Conversion,West,19,18-24,Male,135.3,Low,1824.8,21,59014,2491,160,11836.95,0.0422,0.0642,5.4867
CMP-004,CUST-0368,2025-02-16,Email,Consideration,South,29,25-34,Male,113.99,Low,4420.76,10,241258,9897,501,35702.44,0.041,0.0506,7.0761
CMP-009,CUST-0369,2025-03-30,Social Media,Consideration,South,31,25-34,Female,211.6,Medium,2158.64,10,75618,2365,115,17849.54,0.0313,0.0486,7.2689
CMP-010,CUST-0370,2025-03-26,Influencer,Conversion,South,52,45-54,Other,95.16,Low,2648.47,14,84704,2138,138,18641.34,0.0252,0.0645,6.0385
CMP-029,CUST-0371,2025-03-20,Social Media,Awareness,West,38,35-44,Male,418.41,Medium,2297.91,7,116193,3455,123,7198.32,0.0297,0.0356,2.1326
CMP-015,CUST-0372,2025-06-21,Display Ads,Conversion,South,47,45-54,Female,170.03,Low,5082.82,7,135381,2109,99,12464.66,0.0156,0.0469,1.4523
CMP-028,CUST-0373,2025-05-24,Social Media,Consideration,East,28,25-34,Female,55.13,Low,1396.12,7,81021,2997,187,18032.04,0.037,0.0624,11.9158
CMP-028,CUST-0374,2025-05-15,Paid Search,Consideration,Central,28,25-34,Female,672.29,High,670.66,14,50183,2424,121,11176.0,0.0483,0.0499,15.6642
CMP-036,CUST-0375,2025-05-06,Social Media,Retargeting,South,40,35-44,Female,49.52,Low,4340.58,7,137041,6116,490,78205.35,0.0446,0.0801,17.0173
CMP-010,CUST-0376,2025-02-15,Social Media,Conversion,West,45,45-54,Female,192.03,Low,4747.95,21,173247,6814,485,59739.49,0.0393,0.0712,11.5822
CMP-028,CUST-0377,2025-05-28,Display Ads,Retargeting,West,54,45-54,Female,154.39,Low,4449.61,7,73728,1033,52,9362.06,0.014,0.0503,1.104
CMP-018,CUST-0378,2025-01-20,Social Media,Retargeting,East,42,35-44,Male,193.68,Low,1290.0,30,61178,2065,209,15689.48,0.0338,0.1012,11.1624
CMP-020,CUST-0379,2025-01-04,Social Media,Conversion,East,45,45-54,Male,147.66,Low,2863.13,10,95084,3542,225,41587.27,0.0373,0.0635,13.5251
CMP-015,CUST-0380,2025-05-17,Display Ads,Conversion,Central,18,18-24,Male,143.72,Low,3755.98,30,142526,1557,79,4450.67,0.0109,0.0507,0.185
CMP-009,CUST-0381,2025-03-19,Display Ads,Conversion,Central,18,18-24,Female,197.64,Low,3960.63,7,62991,865,40,5065.19,0.0137,0.0462,0.2789
CMP-006,CUST-0382,2025-01-11,Social Media,Conversion,North,50,45-54,Male,192.42,Low,872.91,10,43603,1643,84,5708.05,0.0377,0.0511,5.5391
CMP-001,CUST-0383,2025-03-31,Display Ads,Conversion,Central,40,35-44,Female,112.78,Low,790.28,7,37027,808,51,5188.77,0.0218,0.0631,5.5657
CMP-016,CUST-0384,2025-03-14,Social Media,Awareness,Central,35,35-44,Male,275.47,Medium,4723.05,10,219845,5142,159,13036.2,0.0234,0.0309,1.7601
CMP-024,CUST-0385,2025-02-24,Paid Search,Awareness,North,38,35-44,Female,490.19,Medium,1453.64,30,48459,2990,137,9135.53,0.0617,0.0458,5.2846
CMP-003,CUST-0386,2025-04-24,Email,Retargeting,West,30,25-34,Female,624.49,High,3036.49,10,116198,6752,566,28618.05,0.0581,0.0838,8.4247
CMP-024,CUST-0387,2025-06-23,Email,Conversion,West,28,25-34,Male,496.41,Medium,928.21,7,38222,1384,149,19846.23,0.0362,0.1077,20.3812
CMP-024,CUST-0388,2025-04-19,Influencer,Consideration,Central,40,35-44,Female,368.17,Medium,1700.81,21,74632,1518,63,10516.54,0.0203,0.0415,5.1833
CMP-031,CUST-0389,2025-02-01,Paid Search,Conversion,West,27,25-34,Female,630.7,High,2723.31,14,107250,5527,401,53232.43,0.0515,0.0726,18.547
CMP-002,CUST-0390,2025-01-20,Influencer,Consideration,East,42,35-44,Female,169.49,Low,4072.72,30,165198,5167,333,40879.4,0.0313,0.0644,9.0374
CMP-035,CUST-0391,2025-04-26,Paid Search,Conversion,North,56,55+,Female,126.59,Low,4486.44,14,164425,8324,558,82432.82,0.0506,0.067,17.3738
CMP-020,CUST-0392,2025-05-19,Paid Search,Retargeting,North,22,18-24,Female,326.45,Medium,2628.62,30,114405,5311,376,27973.31,0.0464,0.0708,9.6418
CMP-023,CUST-0393,2025-03-31,Display Ads,Consideration,North,37,35-44,Male,203.79,Medium,480.46,30,18937,287,11,1114.77,0.0152,0.0383,1.3202
CMP-016,CUST-0394,2025-01-30,Social Media,Retargeting,Central,48,45-54,Male,279.45,Medium,1173.43,14,38941,1458,97,10937.43,0.0374,0.0665,8.3209
CMP-002,CUST-0395,2025-05-06,Paid Search,Retargeting,East,26,25-34,Male,146.59,Low,3700.69,7,121209,7261,987,122475.52,0.0599,0.1359,32.0953
CMP-028,CUST-0396,2025-01-13,Email,Retargeting,North,41,35-44,Female,215.92,Medium,5181.7,14,181175,6279,723,46252.46,0.0347,0.1151,7.9261
CMP-034,CUST-0397,2025-04-21,Social Media,Awareness,North,28,25-34,Male,452.06,Medium,1869.76,30,59575,1616,75,9345.14,0.0271,0.0464,3.998
CMP-034,CUST-0398,2025-03-10,Display Ads,Retargeting,South,23,18-24,Male,133.16,Low,4273.33,30,199070,1948,120,15764.84,0.0098,0.0616,2.6891
CMP-030,CUST-0399,2025-01-17,Email,Awareness,East,40,35-44,Male,173.15,Low,4452.94,10,135247,4943,227,34454.01,0.0365,0.0459,6.7374
CMP-010,CUST-0400,2025-06-15,Email,Consideration,East,20,18-24,Female,324.87,Medium,1329.65,7,36602,1750,119,9063.75,0.0478,0.068,5.8166
CMP-003,CUST-0401,2025-03-18,Influencer,Retargeting,North,56,55+,Female,319.0,Medium,4717.79,7,142366,4127,302,19246.22,0.029,0.0732,3.0795
CMP-034,CUST-0402,2025-05-30,Social Media,Conversion,South,18,18-24,Female,162.87,Low,4258.33,21,235474,5859,289,15934.92,0.0249,0.0493,2.7421
CMP-027,CUST-0403,2025-05-20,Social Media,Retargeting,West,18,18-24,Female,257.13,Medium,2653.04,21,69489,2065,168,10050.45,0.0297,0.0814,2.7883
CMP-020,CUST-0404,2025-01-14,Email,Conversion,Central,51,45-54,Male,451.46,Medium,1576.97,10,62981,3056,205,37659.73,0.0485,0.0671,22.8811
CMP-016,CUST-0405,2025-03-02,Display Ads,Consideration,West,56,55+,Female,482.06,Medium,1370.37,14,65810,773,31,5586.49,0.0117,0.0401,3.0766
CMP-003,CUST-0406,2025-04-19,Social Media,Awareness,West,22,18-24,Male,1258.84,VIP,4348.34,7,200636,6683,224,25997.5,0.0333,0.0335,4.9787
CMP-030,CUST-0407,2025-04-13,Paid Search,Conversion,South,20,18-24,Female,856.28,High,3397.24,10,109384,4072,237,25006.58,0.0372,0.0582,6.3609
CMP-021,CUST-0408,2025-03-14,Social Media,Conversion,South,32,25-34,Male,296.63,Medium,759.33,10,24229,1034,68,9837.26,0.0427,0.0658,11.9552
CMP-002,CUST-0409,2025-06-29,Influencer,Retargeting,South,58,55+,Female,101.42,Low,591.45,10,24042,403,19,3644.31,0.0168,0.0471,5.1617
CMP-001,CUST-0410,2025-02-22,Paid Search,Consideration,West,39,35-44,Female,241.92,Medium,4938.35,10,278432,11189,911,97289.38,0.0402,0.0814,18.7008
CMP-014,CUST-0411,2025-03-16,Influencer,Consideration,South,24,18-24,Female,99.13,Low,1492.11,14,45183,1254,52,6323.72,0.0278,0.0415,3.2381
CMP-021,CUST-0412,2025-03-07,Influencer,Consideration,South,30,25-34,Male,117.53,Low,812.11,7,14781,245,10,1537.12,0.0166,0.0408,0.8927
CMP-020,CUST-0413,2025-03-08,Influencer,Retargeting,Unknown,47,45-54,Male,283.05,Medium,2793.17,10,159689,3768,184,17891.43,0.0236,0.0488,5.4054
CMP-008,CUST-0414,2025-04-21,Social Media,Conversion,West,48,45-54,Male,244.95,Medium,4728.54,14,154064,3444,262,33196.75,0.0224,0.0761,6.0205
CMP-032,CUST-0415,2025-01-10,Display Ads,Awareness,West,39,35-44,Female,107.97,Low,1612.09,21,56988,889,38,7115.71,0.0156,0.0427,3.414
CMP-036,CUST-0416,2025-02-16,Social Media,Retargeting,South,37,35-44,Male,411.17,Medium,3987.19,10,207393,7090,615,50276.05,0.0342,0.0867,11.6094
CMP-005,CUST-0417,2025-06-24,Social Media,Retargeting,North,35,35-44,Male,393.86,Medium,2261.72,7,109987,3404,363,26534.31,0.0309,0.1066,10.7319
CMP-018,CUST-0418,2025-05-26,Paid Search,Awareness,North,18,18-24,Female,209.8,Medium,1375.13,10,36655,1050,44,2148.56,0.0286,0.0419,0.5624
CMP-012,CUST-0419,2025-04-14,Social Media,Conversion,West,52,45-54,Female,1002.41,VIP,3488.76,14,170982,6722,381,64252.76,0.0393,0.0567,17.4171
CMP-023,CUST-0420,2025-03-10,Paid Search,Conversion,Central,37,35-44,Female,325.5,Medium,3261.65,30,86600,5526,421,32798.48,0.0638,0.0762,9.0558
CMP-033,CUST-0421,2025-05-15,Social Media,Consideration,South,23,18-24,Male,192.14,Low,757.25,30,23831,550,27,2131.61,0.0231,0.0491,1.8149
CMP-028,CUST-0422,2025-04-16,Social Media,Awareness,North,45,45-54,Male,481.13,Medium,2603.58,7,135813,3776,132,18061.54,0.0278,0.035,5.9372
CMP-012,CUST-0423,2025-04-27,Display Ads,Awareness,West,40,35-44,Male,54.51,Low,3375.48,21,89901,1174,48,3745.42,0.0131,0.0409,0.1096
CMP-017,CUST-0424,2025-06-17,Display Ads,Awareness,Central,44,35-44,Female,69.56,Low,2581.79,21,73803,1134,38,5986.69,0.0154,0.0335,1.3188
CMP-024,CUST-0425,2025-02-18,Paid Search,Conversion,West,35,35-44,Female,148.09,Low,4307.45,7,214158,10148,736,89359.89,0.0474,0.0725,19.7454
CMP-035,CUST-0426,2025-02-09,Email,Consideration,West,40,35-44,Female,462.95,Medium,5024.75,21,237382,12655,882,70663.68,0.0533,0.0697,13.0631
CMP-004,CUST-0427,2025-06-02,Social Media,Awareness,West,55,55+,Male,500.61,High,5195.28,30,101846,3079,112,17623.54,0.0302,0.0364,2.3922
CMP-004,CUST-0428,2025-05-02,Paid Search,Consideration,East,25,25-34,Male,192.93,Low,2749.73,7,175392,8600,752,33508.56,0.049,0.0874,11.1861
CMP-023,CUST-0429,2025-06-18,Social Media,Retargeting,Central,42,35-44,Male,625.89,High,986.12,21,32151,917,85,14735.83,0.0285,0.0927,13.9432
CMP-031,CUST-0430,2025-05-04,Display Ads,Conversion,Central,38,35-44,Female,267.59,Medium,1190.46,10,23151,460,27,5119.06,0.0199,0.0587,3.3001
CMP-036,CUST-0431,2025-05-09,Email,Awareness,East,29,25-34,Male,16.97,Low,4263.06,7,132089,6545,312,34670.6,0.0495,0.0477,7.1328
CMP-023,CUST-0432,2025-05-12,Display Ads,Conversion,Central,33,25-34,Male,443.35,Medium,3597.01,30,150178,2534,128,12573.14,0.0169,0.0505,2.4954
CMP-007,CUST-0433,2025-06-11,Display Ads,Retargeting,North,35,35-44,Female,278.21,Medium,4573.72,7,169979,2402,154,17797.48,0.0141,0.0641,2.8912
CMP-007,CUST-0434,2025-01-02,Email,Consideration,South,39,35-44,Male,434.12,Medium,4398.84,10,170244,8451,432,38734.81,0.0496,0.0511,7.8057
CMP-016,CUST-0435,2025-04-15,Email,Conversion,West,35,35-44,Female,926.07,VIP,4966.43,21,231667,9209,978,113178.67,0.0398,0.1062,21.7887
CMP-034,CUST-0436,2025-04-11,Influencer,Awareness,East,18,18-24,Female,606.86,High,3551.85,7,162924,4966,141,16875.97,0.0305,0.0284,3.7513
CMP-034,CUST-0437,2025-03-30,Influencer,Consideration,Central,46,45-54,Female,1403.46,VIP,4360.97,7,223338,4181,131,14412.79,0.0187,0.0313,2.305
CMP-029,CUST-0438,2025-05-18,Paid Search,Conversion,West,37,35-44,Female,127.2,Low,2241.47,14,145455,4174,398,51827.81,0.0287,0.0954,22.1222
CMP-020,CUST-0439,2025-03-08,Paid Search,Conversion,South,56,55+,Male,489.66,Medium,4386.31,10,159633,8863,622,98550.4,0.0555,0.0702,21.4677
CMP-033,CUST-0440,2025-03-28,Social Media,Awareness,North,20,18-24,Female,300.64,Medium,4256.13,10,249734,8716,392,46731.32,0.0349,0.045,9.9798
CMP-023,CUST-0441,2025-03-05,Social Media,Retargeting,Central,25,25-34,Male,1322.41,VIP,1940.06,7,89924,1992,141,7621.4,0.0222,0.0708,2.9284
CMP-006,CUST-0442,2025-05-15,Email,Consideration,South,22,18-24,Female,226.79,Medium,3202.96,21,135275,6303,276,28526.19,0.0466,0.0438,7.9062
CMP-032,CUST-0443,2025-02-03,Display Ads,Consideration,South,37,35-44,Male,669.12,High,4536.87,30,74606,1220,51,8189.73,0.0164,0.0418,0.8051
CMP-008,CUST-0444,2025-01-31,Paid Search,Consideration,North,27,25-34,Male,508.5,High,1828.88,14,69040,4067,235,13999.64,0.0589,0.0578,6.6548
CMP-020,CUST-0445,2025-01-12,Display Ads,Awareness,West,47,45-54,Female,156.27,Low,2683.71,21,63717,959,25,2652.26,0.0151,0.0261,-0.0117
CMP-030,CUST-0446,2025-06-20,Display Ads,Retargeting,South,40,35-44,Male,1097.27,VIP,2336.7,30,49075,629,40,7672.5,0.0128,0.0636,2.2835
CMP-002,CUST-0447,2025-02-19,Paid Search,Conversion,East,28,25-34,Male,271.36,Medium,2977.9,30,204344,10176,1068,143452.38,0.0498,0.105,47.1723
CMP-035,CUST-0448,2025-04-24,Email,Awareness,South,34,25-34,Male,90.96,Low,4263.57,7,196327,11873,421,62317.62,0.0605,0.0355,13.6163
CMP-027,CUST-0449,2025-02-13,Email,Retargeting,West,33,25-34,Female,89.65,Low,1048.57,14,28952,1444,129,11880.26,0.0499,0.0893,10.33
CMP-021,CUST-0450,2025-03-24,Email,Conversion,East,26,25-34,Female,336.4,Medium,2171.24,14,107584,5437,444,59723.53,0.0505,0.0817,26.5066
CMP-033,CUST-0451,2025-01-08,Social Media,Awareness,North,28,25-34,Female,337.98,Medium,3422.68,21,153923,6176,294,33545.18,0.0401,0.0476,8.8009
CMP-027,CUST-0452,2025-02-13,Social Media,Conversion,Central,42,35-44,Female,207.15,Medium,2957.05,10,120060,5964,389,19663.08,0.0497,0.0652,5.6496
CMP-019,CUST-0453,2025-06-24,Paid Search,Awareness,North,45,45-54,Male,106.16,Low,5196.32,21,293226,13686,735,67562.34,0.0467,0.0537,12.002
CMP-005,CUST-0454,2025-04-21,Social Media,Consideration,North,42,35-44,Other,78.14,Low,3310.66,10,173566,3836,258,26051.02,0.0221,0.0673,6.8688
CMP-029,CUST-0455,2025-01-05,Social Media,Retargeting,East,27,25-34,Male,93.06,Low,3485.25,10,65589,2528,292,36424.92,0.0385,0.1155,9.4512
CMP-032,CUST-0456,2025-04-24,Display Ads,Retargeting,North,18,18-24,Male,843.86,High,2062.02,7,90866,1210,65,4146.61,0.0133,0.0537,1.0109
CMP-001,CUST-0457,2025-03-13,Email,Consideration,South,26,25-34,Female,83.5,Low,1278.83,14,76017,3602,253,17507.89,0.0474,0.0702,12.6906
CMP-014,CUST-0458,2025-02-13,Email,Conversion,West,40,35-44,Male,422.65,Medium,1289.79,30,73276,3672,336,25639.51,0.0501,0.0915,18.8788
CMP-009,CUST-0459,2025-06-23,Social Media,Retargeting,South,47,45-54,Female,104.12,Low,5160.96,7,239292,5806,332,44180.28,0.0243,0.0572,7.5605
CMP-004,CUST-0460,2025-04-03,Display Ads,Consideration,West,31,25-34,Female,253.12,Medium,4031.26,30,150978,3008,124,11614.79,0.0199,0.0412,1.8812
CMP-013,CUST-0461,2025-01-20,Social Media,Conversion,North,41,35-44,Male,247.22,Medium,1304.85,10,34843,1104,94,5124.32,0.0317,0.0851,2.9271
CMP-022,CUST-0462,2025-03-27,Display Ads,Consideration,West,34,25-34,Female,396.64,Medium,4201.44,30,200384,3607,177,24069.19,0.018,0.0491,4.7288
CMP-006,CUST-0463,2025-02-02,Influencer,Conversion,West,25,25-34,Female,454.12,Medium,4807.71,7,147212,5128,386,19335.59,0.0348,0.0753,3.0218
CMP-019,CUST-0464,2025-06-18,Display Ads,Consideration,Central,34,25-34,Male,526.8,High,401.44,30,11727,147,7,827.16,0.0125,0.0476,1.0605
CMP-022,CUST-0465,2025-02-19,Paid Search,Awareness,North,30,25-34,Male,169.25,Low,961.01,30,42944,2129,119,14085.39,0.0496,0.0559,13.6569
CMP-003,CUST-0466,2025-05-30,Email,Consideration,West,18,18-24,Female,344.94,Medium,4111.15,30,105942,4641,232,20268.93,0.0438,0.05,3.9302
CMP-033,CUST-0467,2025-02-21,Display Ads,Retargeting,North,27,25-34,Female,161.53,Low,2006.53,7,75202,1205,106,12271.7,0.016,0.088,5.1159
CMP-022,CUST-0468,2025-05-07,Paid Search,Consideration,South,51,45-54,Male,243.0,Medium,4811.77,10,274265,18187,962,78748.59,0.0663,0.0529,15.3658
CMP-022,CUST-0469,2025-01-19,Display Ads,Consideration,West,47,45-54,Female,414.26,Medium,495.59,14,8364,202,6,821.08,0.0242,0.0297,0.6568
CMP-036,CUST-0470,2025-06-23,Social Media,Awareness,South,47,45-54,Female,46.76,Low,2187.78,10,93111,1777,71,6775.44,0.0191,0.04,2.0969
CMP-011,CUST-0471,2025-02-06,Influencer,Conversion,Central,50,45-54,Female,114.31,Low,4205.26,10,96856,1681,78,10833.69,0.0174,0.0464,1.5762
CMP-010,CUST-0472,2025-05-06,Social Media,Awareness,East,48,45-54,Male,79.49,Low,3877.4,10,211541,4685,197,14797.3,0.0221,0.042,2.8163
CMP-033,CUST-0473,2025-05-07,Social Media,Retargeting,South,29,25-34,Male,171.95,Low,1651.43,21,65568,2500,209,9718.99,0.0381,0.0836,4.8852
CMP-016,CUST-0474,2025-05-21,Social Media,Consideration,West,18,18-24,Female,240.33,Medium,1001.5,7,21754,540,24,2731.86,0.0248,0.0444,1.7278
CMP-028,CUST-0475,2025-02-15,Social Media,Consideration,East,37,35-44,Female,283.21,Medium,1483.88,21,61939,1623,84,14680.53,0.0262,0.0518,8.8933
CMP-018,CUST-0476,2025-06-22,Influencer,Awareness,North,25,25-34,Female,315.85,Medium,1562.61,14,74971,2273,112,7330.29,0.0303,0.0493,3.6911
CMP-035,CUST-0477,2025-04-14,Influencer,Awareness,East,31,25-34,Other,497.09,Medium,4025.36,30,75211,2254,125,19879.14,0.03,0.0555,3.9385
CMP-014,CUST-0478,2025-01-22,Social Media,Retargeting,Central,34,25-34,Female,104.16,Low,4452.14,14,183498,3805,277,26580.29,0.0207,0.0728,4.9702
CMP-032,CUST-0479,2025-06-26,Display Ads,Conversion,East,35,35-44,Male,418.56,Medium,1803.24,30,60157,1108,56,3972.43,0.0184,0.0505,1.2029
CMP-026,CUST-0480,2025-03-26,Influencer,Awareness,West,44,35-44,Female,310.03,Medium,5015.4,30,186401,5054,173,25952.27,0.0271,0.0342,4.1745
CMP-013,CUST-0481,2025-04-27,Email,Conversion,East,36,35-44,Male,179.7,Low,2137.96,7,43545,2303,264,28545.56,0.0529,0.1146,12.3518
CMP-025,CUST-0482,2025-06-20,Influencer,Conversion,South,40,35-44,Male,253.12,Medium,1120.09,21,39351,848,46,7185.0,0.0215,0.0542,5.4147
CMP-010,CUST-0483,2025-05-06,Social Media,Conversion,Central,38,35-44,Male,77.26,Low,2594.07,21,45169,1082,77,14324.24,0.024,0.0712,4.5219
CMP-020,CUST-0484,2025-04-21,Social Media,Conversion,South,28,25-34,Male,312.83,Medium,2215.63,21,105654,3619,204,26098.39,0.0343,0.0564,10.7792
CMP-005,CUST-0485,2025-02-01,Paid Search,Conversion,South,43,35-44,Male,142.02,Low,721.19,14,22149,1010,79,9239.69,0.0456,0.0782,11.8117
CMP-030,CUST-0486,2025-04-12,Email,Retargeting,West,20,18-24,Male,264.79,Medium,402.08,7,12138,681,50,6704.36,0.0561,0.0734,15.6742
CMP-036,CUST-0487,2025-02-13,Paid Search,Conversion,West,46,45-54,Male,160.52,Low,3293.89,7,89530,6120,526,39588.72,0.0684,0.0859,11.0188
CMP-012,CUST-0488,2025-05-14,Email,Awareness,Central,37,35-44,Male,218.81,Medium,2244.5,7,65337,3916,128,21044.18,0.0599,0.0327,8.3759
CMP-006,CUST-0489,2025-02-26,Email,Awareness,North,30,25-34,Male,127.72,Low,4215.08,7,213379,10780,470,43770.46,0.0505,0.0436,9.3843
CMP-036,CUST-0490,2025-01-28,Paid Search,Retargeting,Central,24,18-24,Female,94.36,Low,1918.33,14,48086,2856,163,11111.78,0.0594,0.0571,4.7924
CMP-018,CUST-0491,2025-05-08,Paid Search,Consideration,North,42,35-44,Male,124.99,Low,3805.78,7,265309,11737,916,80229.11,0.0442,0.078,20.0809
CMP-025,CUST-0492,2025-03-23,Paid Search,Conversion,South,26,25-34,Male,506.0,High,677.44,21,18574,1228,103,10800.19,0.0661,0.0839,14.9427
CMP-001,CUST-0493,2025-06-08,Social Media,Retargeting,North,27,25-34,Male,2783.55,VIP,640.63,7,19860,848,64,4296.92,0.0427,0.0755,5.7073
CMP-022,CUST-0494,2025-03-15,Email,Consideration,North,18,18-24,Male,969.74,VIP,1460.7,7,73360,3039,146,7103.06,0.0414,0.048,3.8628
CMP-015,CUST-0495,2025-05-06,Paid Search,Consideration,East,40,35-44,Female,106.63,Low,4975.26,7,149386,9970,966,66589.09,0.0667,0.0969,12.384
CMP-014,CUST-0496,2025-02-15,Social Media,Awareness,West,27,25-34,Female,400.77,Medium,1557.5,30,45833,1944,92,6940.38,0.0424,0.0473,3.4561
CMP-024,CUST-0497,2025-02-09,Social Media,Awareness,West,20,18-24,Female,312.48,Medium,446.08,21,16958,619,25,3883.71,0.0365,0.0404,7.7063
